Education,Age,Genre,Origine,Domestication,VaccinationDesAnimaux,MorsureDeChien,Deces,PropagationParLesChiens,Transmission,VaccinationPreventive,Campagne,VaccinationPersonnelle,ConnaissanceAvantLaVaccination,ConnaissanceApresLaVaccination,Signes,Enrage,Medecin,FamilierAtteint,Installations,VaccinationAbordable,PreferencePourLaVaccination,ID_Repondant
A,1,2,1,1,1,1,2,1,1,2,2,1,1,2,1,1,2,2,1,1,2,Respondent815
A,1,2,1,1,1,1,1,1,1,1,2,1,2,1,2,1,2,1,2,1,2,Respondent816
A,1,2,1,1,1,1,1,2,1,1,2,1,2,1,2,1,2,1,2,1,2,Respondent817
A,1,2,1,2,1,1,2,1,1,1,2,1,2,1,2,1,1,1,1,1,1,Respondent818
C,1,2,1,1,1,1,2,2,2,1,2,1,1,1,1,1,1,2,2,1,1,Respondent819
A,1,2,1,2,1,1,1,1,1,1,1,2,2,1,2,1,2,1,2,1,2,Respondent820
A,1,2,1,1,1,1,1,2,1,2,2,2,2,2,2,1,1,1,1,1,1,Respondent821
C,1,2,1,1,1,1,2,1,1,1,1,1,2,1,1,1,1,2,1,1,1,Respondent822
A,1,2,1,1,1,1,1,1,2,2,2,1,1,1,2,1,1,1,2,1,1,Respondent823
C,1,2,1,1,2,1,2,2,2,2,2,1,1,2,2,2,2,2,2,2,1,Respondent824
A,1,2,1,2,1,1,1,1,1,1,1,2,1,2,1,2,1,1,1,1,2,Respondent825
A,1,2,1,1,1,1,2,1,2,2,1,1,2,1,2,1,1,1,2,1,1,Respondent826
C,1,2,1,1,1,1,1,2,2,2,1,1,1,1,1,1,1,1,1,1,1,Respondent827
A,1,2,1,1,1,1,2,2,1,2,1,1,1,2,1,1,1,1,2,2,1,Respondent828
A,1,2,1,1,1,1,1,2,2,1,1,1,2,2,2,1,2,1,2,1,1,Respondent829
B,1,1,2,2,2,1,2,1,1,1,2,1,1,1,2,2,2,2,2,2,1,Respondent830
F,1,1,2,2,2,1,1,1,1,1,2,2,2,1,1,2,2,1,2,1,1,Respondent831
F,1,2,2,2,2,1,1,1,2,1,1,2,1,2,1,2,1,2,1,2,1,Respondent832
B,2,1,2,1,2,1,1,1,1,1,2,2,2,1,2,2,2,2,1,2,1,Respondent833
M,2,1,2,1,2,1,1,1,1,1,2,2,1,1,1,2,2,2,2,2,1,Respondent834
F,2,1,2,1,2,1,1,1,2,1,2,2,1,1,1,2,2,2,2,1,1,Respondent835
F,2,1,2,1,2,1,1,1,1,1,2,2,1,1,1,2,2,1,2,2,2,Respondent836
F,2,2,2,2,2,1,1,1,1,1,2,2,2,1,2,1,2,2,2,2,1,Respondent837
F,2,2,1,2,2,1,1,1,1,1,2,2,2,1,1,1,2,2,2,2,1,Respondent838
B,2,1,2,2,1,1,1,1,1,1,2,2,2,1,1,1,1,2,2,1,1,Respondent839
B,2,1,1,1,1,1,1,1,2,2,2,2,1,1,1,2,1,1,1,1,1,Respondent840
B,2,1,1,1,1,1,1,1,1,2,2,1,2,1,2,2,2,1,2,2,1,Respondent841
NA,2,1,2,2,1,1,1,1,2,1,2,2,2,2,1,1,2,1,2,1,2,Respondent842
B,2,2,2,1,1,1,1,1,1,1,2,2,2,1,1,1,2,1,2,2,2,Respondent843
B,2,1,2,2,2,1,1,1,1,1,2,2,2,1,1,2,2,1,2,2,1,Respondent844
B,2,2,1,1,2,1,1,1,2,1,2,2,2,2,2,2,2,2,1,2,1,Respondent845
B,2,2,1,1,1,1,2,1,2,1,2,2,2,2,1,1,2,1,2,1,2,Respondent846
B,2,2,2,1,2,1,1,1,1,2,1,2,2,2,2,1,1,2,1,2,2,Respondent847
B,2,2,2,2,1,1,1,1,1,1,2,2,2,1,1,1,2,1,2,2,1,Respondent848
B,2,2,1,1,2,1,1,1,1,1,2,2,2,1,1,1,2,1,2,2,1,Respondent849
B,2,2,2,2,2,1,1,1,1,2,2,2,1,1,1,2,1,1,2,1,1,Respondent850
F,2,1,1,2,1,1,1,1,1,2,2,2,2,1,1,1,1,2,1,1,2,Respondent851
F,2,1,2,2,2,1,1,1,2,1,2,2,1,1,1,1,1,2,2,1,1,Respondent852
F,2,2,1,2,1,1,1,1,1,1,2,2,1,1,2,1,1,2,2,2,1,Respondent853
F,2,2,2,1,2,1,1,1,2,1,2,2,1,1,1,2,2,2,2,1,1,Respondent854
F,2,2,2,1,1,1,1,1,1,1,2,2,2,2,2,2,2,2,2,1,1,Respondent855
F,2,1,2,2,2,1,1,1,1,2,2,2,1,1,2,1,1,2,2,2,1,Respondent856
F,2,1,1,1,2,1,1,1,1,1,1,1,1,1,2,1,2,2,2,2,1,Respondent857
F,2,1,1,1,2,1,1,1,2,2,2,2,2,1,1,2,1,2,2,2,1,Respondent858
F,2,1,2,2,2,1,1,1,1,1,2,2,1,1,2,1,2,1,2,1,1,Respondent859
F,2,2,2,2,2,1,1,1,2,1,2,2,1,1,2,2,2,2,2,2,1,Respondent860
F,2,2,2,2,2,1,1,1,2,1,2,2,1,1,1,1,2,1,2,1,1,Respondent861
A,2,1,1,1,2,1,1,2,2,1,1,1,1,1,1,1,1,1,1,1,1,Respondent862
C,2,1,1,1,2,1,1,2,1,2,1,2,2,1,2,1,1,2,1,2,1,Respondent863
C,2,1,1,1,1,1,1,2,2,1,2,1,2,2,1,1,2,1,2,1,1,Respondent864
M,2,1,1,1,2,1,2,1,1,1,1,1,1,1,2,2,2,2,2,1,1,Respondent865
M,2,1,1,1,2,1,1,1,2,1,2,2,2,2,1,1,1,2,2,2,2,Respondent866
M,2,1,1,1,2,1,2,1,2,1,2,2,2,1,2,2,2,2,1,1,1,Respondent867
M,2,1,1,1,2,1,1,1,1,1,2,2,2,1,2,1,2,2,2,2,1,Respondent868
B,2,1,2,2,2,1,1,1,1,1,2,2,1,2,1,1,2,2,1,1,1,Respondent869
B,2,1,1,2,2,1,1,1,1,1,2,2,1,1,2,1,2,1,2,1,1,Respondent870
M,2,1,2,1,2,1,1,1,1,1,2,2,2,1,2,1,2,1,2,1,1,Respondent871
B,2,1,1,1,2,1,2,1,1,1,2,2,2,1,2,2,1,2,1,1,1,Respondent872
M,2,1,1,1,2,1,1,1,1,1,2,2,1,2,2,2,2,2,1,1,1,Respondent873
M,2,1,1,1,2,1,1,1,1,1,2,2,1,2,2,2,2,2,2,1,1,Respondent874
B,2,1,1,1,2,1,1,1,1,1,2,2,1,1,1,1,2,2,2,2,1,Respondent875
B,2,1,1,1,2,1,2,1,1,1,2,2,1,1,1,1,2,2,2,2,1,Respondent876
M,2,1,1,1,2,1,1,2,1,2,2,2,2,1,2,2,1,1,2,2,1,Respondent877
B,2,1,1,1,2,1,2,2,1,1,2,2,2,1,2,1,2,1,2,1,1,Respondent878
M,2,1,1,1,2,1,2,2,1,2,2,2,2,1,2,2,1,1,2,2,1,Respondent879
M,2,1,1,1,2,1,1,2,1,2,2,2,2,1,2,2,1,1,2,2,1,Respondent880
M,2,1,1,1,2,1,1,1,1,1,2,2,2,1,2,1,2,1,1,1,1,Respondent881
C,2,1,1,2,1,1,1,1,2,2,1,2,1,2,1,2,1,2,1,1,2,Respondent882
C,2,1,1,1,1,1,2,1,2,2,1,2,1,2,1,2,1,1,2,2,1,Respondent883
C,2,1,1,1,1,1,1,1,1,1,1,1,2,2,1,2,1,1,2,2,1,Respondent884
C,2,1,1,1,1,1,2,1,1,1,2,1,2,2,1,2,1,2,1,2,1,Respondent885
C,2,1,1,1,1,1,1,1,1,1,2,2,2,1,2,1,2,2,1,2,1,Respondent886
C,2,1,1,1,1,1,1,1,1,2,1,2,2,1,1,1,2,2,1,1,2,Respondent887
M,2,1,1,2,2,1,1,2,2,2,2,2,2,1,1,1,1,1,1,2,2,Respondent888
C,2,1,1,1,1,1,2,2,2,2,2,1,1,2,1,2,2,2,1,1,1,Respondent889
C,2,1,1,1,1,1,1,2,NA,2,1,1,2,2,2,2,2,2,2,2,2,Respondent890
C,2,1,1,1,2,1,1,2,1,1,2,1,2,1,2,1,2,1,2,1,2,Respondent891
C,2,1,2,1,2,1,2,2,1,1,2,1,2,1,1,2,1,2,1,2,2,Respondent892
C,2,1,1,1,2,1,1,2,2,1,2,1,2,2,1,1,2,1,2,1,1,Respondent893
C,2,1,1,1,2,1,1,1,1,2,1,1,2,1,2,1,2,1,1,2,1,Respondent894
C,2,1,1,2,1,1,2,2,1,1,1,2,1,2,2,1,1,2,1,2,2,Respondent895
A,2,1,2,1,1,1,2,2,2,2,2,1,1,1,1,1,1,2,2,1,2,Respondent896
A,2,2,2,1,1,1,2,1,2,2,2,1,2,2,1,1,2,2,1,1,1,Respondent897
A,2,1,1,2,2,1,2,1,1,1,2,1,2,1,2,1,2,1,2,1,2,Respondent898
C,2,1,1,1,2,1,1,1,1,1,1,1,1,2,2,1,1,1,1,1,1,Respondent899
C,2,1,1,1,1,1,2,2,2,2,2,2,1,1,1,1,1,1,1,1,1,Respondent900
M,2,1,1,1,2,1,1,1,1,1,2,2,2,1,2,1,2,1,1,1,1,Respondent901
F,2,1,1,1,1,1,1,1,2,1,1,1,1,1,2,2,2,1,1,1,1,Respondent902
B,2,1,1,1,1,1,2,2,2,2,2,1,1,1,1,1,2,1,2,2,1,Respondent903
C,2,1,1,1,2,1,1,1,2,1,2,2,1,2,1,2,1,1,2,1,2,Respondent904
C,2,1,1,1,2,1,1,2,2,1,1,1,1,2,1,2,1,2,1,2,1,Respondent905
M,2,2,1,1,2,1,1,1,1,1,2,2,2,2,2,2,2,1,2,1,1,Respondent906
D,2,1,2,2,2,1,1,1,1,1,2,2,1,1,1,1,2,1,2,1,1,Respondent907
D,2,1,1,2,1,1,1,2,2,1,2,1,2,2,1,1,2,1,2,1,2,Respondent908
D,2,2,2,1,1,1,2,2,2,1,1,2,2,1,2,1,1,2,1,2,1,Respondent909
D,2,2,1,2,2,1,1,1,2,1,2,2,1,2,1,1,2,2,1,2,1,Respondent910
D,2,2,2,1,2,1,1,1,2,2,2,2,2,1,2,1,2,1,1,1,2,Respondent911
D,2,2,1,2,2,1,1,2,1,1,1,2,2,2,1,1,1,2,1,2,2,Respondent912
D,2,1,1,1,1,1,1,1,1,1,2,2,1,1,2,2,1,2,2,2,1,Respondent913
D,2,2,1,2,2,1,1,2,1,2,2,2,1,1,1,1,1,2,1,2,1,Respondent914
F,2,1,2,2,2,1,1,1,2,2,2,2,1,2,2,1,2,2,2,2,1,Respondent915
D,2,1,1,1,2,1,1,1,1,1,2,2,1,2,1,1,2,1,2,1,1,Respondent916
D,2,1,1,1,1,1,2,2,1,1,2,1,2,1,1,1,1,1,1,1,1,Respondent917
D,2,1,2,2,2,1,1,1,1,1,2,2,1,1,1,1,2,2,2,2,1,Respondent918
D,2,1,2,1,1,1,1,1,1,1,2,2,1,1,1,1,2,2,2,2,1,Respondent919
D,2,1,2,2,1,1,1,1,1,1,2,1,1,2,1,1,1,2,2,1,1,Respondent920
D,2,1,2,2,2,1,1,1,1,1,2,2,1,1,1,1,2,1,2,2,1,Respondent921
D,2,1,2,2,2,1,1,1,1,2,2,2,1,2,1,2,1,1,2,1,1,Respondent922
D,2,1,1,2,2,1,1,1,1,1,2,2,2,2,1,1,2,2,2,2,1,Respondent923
D,2,1,2,1,1,1,1,1,1,1,2,2,1,2,1,1,2,2,2,2,1,Respondent924
D,2,1,1,2,2,1,1,1,1,1,2,2,2,2,1,1,2,2,2,2,1,Respondent925
D,2,1,1,2,2,1,1,1,1,1,2,2,1,1,2,1,2,1,2,1,1,Respondent926
D,2,1,2,2,2,1,1,1,1,1,2,2,1,2,2,1,1,2,2,2,1,Respondent927
D,2,1,1,2,2,1,1,1,1,1,2,2,1,2,1,2,2,2,2,1,1,Respondent928
D,2,1,1,1,2,1,1,1,1,1,2,2,1,1,1,1,1,1,2,1,1,Respondent929
D,2,1,2,2,2,1,1,1,2,1,2,2,2,1,2,1,2,1,2,1,1,Respondent930
D,2,1,2,1,2,1,1,1,2,1,2,2,2,2,1,2,2,2,2,2,1,Respondent931
D,2,1,1,2,1,1,1,2,2,2,2,1,2,2,2,1,2,2,2,2,1,Respondent932
D,2,1,2,2,2,1,1,1,2,1,2,2,1,2,2,1,2,2,2,2,1,Respondent933
B,2,1,1,2,2,1,1,1,1,1,2,2,1,1,1,1,2,2,2,1,1,Respondent934
D,2,1,2,1,1,1,1,2,2,1,1,1,1,1,2,2,2,2,2,2,2,Respondent935
B,2,1,2,2,1,1,1,2,1,1,1,1,1,1,2,1,2,2,1,1,1,Respondent936
D,2,1,1,2,2,1,1,1,1,1,2,2,1,1,1,1,2,2,2,1,1,Respondent937
D,2,1,2,1,2,1,1,1,1,1,2,2,1,2,1,2,2,1,2,1,1,Respondent938
B,2,1,2,2,2,1,1,1,1,1,2,2,2,2,1,2,2,1,2,1,1,Respondent939
D,2,1,2,2,2,1,1,1,1,1,2,2,2,1,1,1,1,2,2,1,1,Respondent940
D,2,1,2,2,2,1,1,1,1,2,2,2,1,1,2,1,2,1,2,1,1,Respondent941
D,2,1,2,2,2,1,1,1,1,1,2,2,1,1,1,2,1,2,2,1,2,Respondent942
D,2,1,2,2,2,1,1,1,1,1,2,2,1,2,1,2,2,1,2,1,1,Respondent943
D,2,1,1,2,2,1,1,1,1,2,1,1,1,1,2,2,1,1,1,1,1,Respondent944
D,2,1,2,1,1,1,2,2,2,1,1,2,1,2,2,1,1,2,2,1,1,Respondent945
D,2,1,2,2,2,1,1,1,1,1,2,1,1,2,1,1,2,1,2,1,1,Respondent946
D,2,1,2,1,2,1,1,1,1,2,1,2,1,1,1,1,2,1,2,2,1,Respondent947
D,2,1,2,1,1,1,1,1,1,1,1,1,2,1,2,1,1,2,1,1,1,Respondent948
D,2,1,1,2,2,1,2,2,2,2,2,2,2,1,1,1,2,2,2,2,2,Respondent949
D,2,1,1,1,1,1,1,1,1,1,1,2,1,2,2,2,1,2,2,1,2,Respondent950
D,2,1,1,2,2,1,1,1,1,1,1,2,1,2,2,2,2,2,2,1,1,Respondent951
D,2,1,1,2,2,1,1,1,1,1,1,2,1,2,2,2,2,2,2,1,1,Respondent952
D,2,1,1,2,2,1,1,1,1,1,1,2,1,2,2,2,2,2,2,1,1,Respondent953
B,2,2,1,2,2,1,1,1,2,1,2,1,2,1,1,2,2,1,1,1,1,Respondent954
D,2,1,2,2,2,1,1,1,1,1,2,2,1,1,1,2,2,2,2,2,1,Respondent955
F,2,1,2,1,1,1,1,1,1,1,2,1,1,1,1,2,1,1,2,2,1,Respondent956
D,2,1,1,1,2,1,1,1,1,1,2,2,1,1,1,2,2,2,2,1,1,Respondent957
B,2,2,2,1,1,1,1,1,2,1,2,2,2,1,1,1,1,2,1,2,1,Respondent958
M,2,2,2,2,2,1,1,2,2,1,2,2,1,1,1,1,1,2,2,2,2,Respondent959
M,2,2,2,2,2,1,2,2,1,2,2,1,1,1,1,2,1,1,2,1,1,Respondent960
B,2,2,2,2,1,1,1,1,1,2,1,1,1,2,2,1,2,1,2,2,1,Respondent961
B,2,2,2,2,2,1,1,1,1,1,2,2,2,1,2,2,2,1,2,1,1,Respondent962
B,2,1,2,1,1,1,1,1,1,2,2,1,2,1,2,1,1,1,2,1,1,Respondent963
M,2,1,2,2,2,1,1,1,2,1,2,2,1,2,2,1,2,1,2,1,1,Respondent964
D,2,1,2,2,2,1,1,1,2,1,2,2,1,2,1,1,2,1,2,1,1,Respondent965
B,2,2,2,2,2,1,2,2,1,1,2,2,1,1,2,1,2,1,2,2,2,Respondent966
B,2,2,2,2,2,1,2,2,2,1,1,1,1,1,1,1,2,2,2,1,1,Respondent967
B,2,2,2,2,2,1,2,1,2,1,2,1,1,2,2,1,2,1,2,2,2,Respondent968
B,2,1,2,2,2,1,2,1,1,1,1,2,2,1,2,2,2,2,2,2,1,Respondent969
M,2,1,2,2,1,1,2,1,2,1,1,1,1,1,1,1,2,2,2,2,1,Respondent970
B,2,1,2,2,2,1,2,1,2,1,2,1,1,2,2,2,2,2,2,2,1,Respondent971
B,2,2,1,1,2,1,1,1,2,1,2,2,1,1,2,2,2,1,2,1,2,Respondent972
B,2,1,1,1,1,1,1,1,1,1,2,2,1,1,1,1,2,2,2,1,1,Respondent973
M,2,1,2,2,2,1,1,2,2,1,2,1,1,2,2,2,1,1,2,1,2,Respondent974
B,2,1,1,2,2,1,1,1,2,1,2,2,1,2,2,2,2,1,1,1,1,Respondent975
B,2,2,1,1,1,1,1,2,1,1,1,1,1,2,2,1,1,1,2,1,2,Respondent976
B,2,2,1,2,2,1,1,1,2,1,2,2,2,1,1,1,1,1,2,2,1,Respondent977
B,2,2,1,1,1,1,1,2,2,1,2,2,1,2,1,1,1,2,1,2,1,Respondent978
B,2,2,1,2,2,1,1,1,1,1,2,2,1,1,2,1,2,2,2,1,2,Respondent979
B,2,2,1,2,2,1,2,1,2,1,2,2,2,2,2,2,2,1,2,1,1,Respondent980
M,2,1,1,2,2,1,1,1,1,1,1,2,1,1,1,1,2,1,2,1,1,Respondent981
M,2,1,1,1,2,1,1,1,2,1,2,2,1,2,1,1,2,1,1,1,1,Respondent982
M,2,1,1,2,2,1,1,1,1,1,2,2,2,1,2,2,2,1,1,1,1,Respondent983
M,2,1,1,2,2,1,1,1,1,1,2,2,1,2,1,1,2,1,2,1,1,Respondent984
B,2,2,1,1,2,1,1,1,1,2,2,2,2,1,1,2,1,2,2,2,1,Respondent985
B,2,2,1,1,2,1,1,1,1,2,2,2,2,1,2,1,1,1,2,1,2,Respondent986
B,2,2,1,1,2,1,2,2,2,1,2,2,2,1,2,2,2,1,2,2,1,Respondent987
B,2,2,2,2,1,1,1,1,1,1,2,2,1,2,1,1,2,1,2,1,2,Respondent988
B,2,2,1,1,2,1,1,1,1,1,2,2,2,1,1,2,2,2,2,1,1,Respondent989
B,2,2,2,2,2,1,1,1,1,1,2,2,2,1,1,2,1,1,2,1,1,Respondent990
B,2,2,2,2,2,1,1,1,1,1,2,1,1,2,2,2,2,1,2,2,2,Respondent991
B,2,2,1,2,2,1,1,1,2,1,2,2,1,2,1,1,2,1,2,1,1,Respondent992
B,2,2,1,1,2,1,1,1,1,1,1,1,2,1,2,1,1,2,2,1,1,Respondent993
B,2,2,1,1,2,1,1,1,2,1,2,2,1,1,2,2,2,1,2,2,2,Respondent994
M,2,2,1,2,2,1,1,1,2,1,2,2,2,1,2,2,2,1,2,1,1,Respondent995
M,2,2,1,2,2,1,2,2,2,2,2,2,2,2,1,1,1,1,1,1,1,Respondent996
B,2,2,1,1,1,1,2,1,1,1,2,1,1,1,2,1,1,2,1,1,1,Respondent997
B,2,1,1,1,2,1,2,1,1,2,1,2,1,1,2,1,2,1,2,1,2,Respondent998
M,2,1,1,2,1,1,1,1,1,1,2,2,2,1,1,1,2,2,2,1,1,Respondent999
B,2,1,1,2,2,1,1,1,1,1,2,2,2,2,2,2,2,2,2,2,1,Respondent1000
B,2,2,1,1,2,1,1,1,2,2,2,2,1,1,1,1,2,1,2,1,1,Respondent1001
B,2,2,1,2,2,1,1,1,2,1,2,2,2,2,2,2,2,1,2,1,2,Respondent1002
M,2,1,1,1,2,1,1,2,2,1,2,2,1,2,2,2,2,2,2,1,1,Respondent1003
M,2,1,1,2,2,1,1,1,2,1,2,2,2,1,2,2,1,2,2,2,1,Respondent1004
M,2,1,1,2,2,1,1,1,2,2,1,2,1,2,2,1,1,2,2,1,2,Respondent1005
B,2,1,1,1,1,1,1,1,1,2,2,1,1,2,2,1,1,1,1,1,1,Respondent1006
M,2,2,1,2,2,1,2,1,1,2,1,2,1,1,1,2,2,1,2,2,1,Respondent1007
B,2,1,1,1,1,1,2,2,1,2,1,2,1,2,1,2,1,1,1,2,1,Respondent1008
B,2,1,1,1,1,1,1,1,1,1,2,2,2,1,2,1,2,1,2,1,1,Respondent1009
B,2,1,2,2,2,1,1,2,2,2,2,1,1,1,2,2,2,2,2,2,2,Respondent1010
B,2,1,1,2,2,1,1,2,2,1,2,2,2,1,2,2,2,2,1,2,1,Respondent1011
F,2,1,2,1,2,1,1,1,2,1,2,1,1,1,1,1,1,1,2,1,1,Respondent1012
B,2,1,1,1,2,1,2,1,2,1,1,2,2,2,2,2,2,1,2,1,1,Respondent1013
F,2,1,1,2,2,1,1,1,1,1,2,2,2,1,2,1,2,2,2,1,1,Respondent1014
B,2,1,1,2,1,1,1,1,1,2,2,2,2,1,2,1,2,2,2,1,1,Respondent1015
F,2,1,1,1,2,1,1,1,1,2,2,2,1,1,1,1,1,1,1,1,1,Respondent1016
F,2,1,2,1,2,1,1,2,2,2,2,2,1,2,2,1,2,2,1,1,1,Respondent1017
F,2,1,2,1,1,1,1,1,1,2,2,2,1,1,2,2,1,1,1,1,2,Respondent1018
F,2,1,1,1,2,1,2,2,1,1,2,2,1,2,1,2,1,2,2,1,2,Respondent1019
F,2,1,1,2,2,1,1,1,1,1,2,2,2,1,1,1,1,1,1,1,1,Respondent1020
F,2,2,2,1,1,1,1,1,1,1,1,2,1,1,2,1,1,1,2,1,1,Respondent1021
B,2,1,2,2,2,1,1,2,2,2,2,2,2,2,1,2,2,2,2,2,1,Respondent1022
B,2,1,2,2,2,1,1,2,2,2,2,2,2,2,2,1,2,2,2,2,1,Respondent1023
F,2,1,2,2,2,1,1,2,2,2,2,2,2,2,1,1,2,2,2,2,1,Respondent1024
B,2,1,2,2,2,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,1,Respondent1025
B,2,1,1,1,2,1,2,2,1,2,1,2,2,1,1,2,1,2,2,1,2,Respondent1026
B,2,1,1,1,1,1,1,2,2,1,1,1,1,1,1,2,1,1,1,2,1,Respondent1027
B,2,2,2,2,2,1,1,2,1,2,2,2,1,2,1,1,2,1,2,2,1,Respondent1028
B,2,2,2,2,2,1,1,2,1,1,2,2,1,2,1,1,2,1,1,2,1,Respondent1029
B,2,1,2,1,2,1,1,1,1,1,1,2,1,1,1,1,1,1,2,1,1,Respondent1030
B,2,2,2,2,2,1,1,1,1,1,2,2,2,1,1,1,2,1,2,1,1,Respondent1031
B,2,2,2,2,2,1,1,1,2,1,1,2,2,1,1,1,2,1,2,1,1,Respondent1032
B,2,2,2,2,2,1,1,1,1,1,2,2,1,1,2,1,2,1,2,1,1,Respondent1033
B,2,2,2,2,2,1,2,1,1,2,2,2,1,1,1,1,1,1,1,1,1,Respondent1034
B,2,1,2,2,2,1,1,1,1,2,2,2,1,1,1,1,2,1,2,1,1,Respondent1035
B,2,1,1,2,1,1,1,1,1,2,2,2,1,1,2,1,2,1,1,1,1,Respondent1036
B,2,1,2,1,1,1,1,1,2,1,1,2,1,1,2,1,1,1,2,1,1,Respondent1037
B,2,1,2,2,2,1,1,1,1,1,1,1,1,1,2,2,2,1,2,1,1,Respondent1038
B,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,Respondent1039
B,2,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,Respondent1040
B,2,1,2,2,2,1,1,1,1,1,2,2,1,2,2,2,2,2,2,1,1,Respondent1041
B,2,2,2,2,2,1,1,1,2,1,2,1,1,2,1,1,2,2,2,1,1,Respondent1042
B,2,1,1,1,1,1,1,1,2,2,2,1,2,1,2,1,2,1,1,1,1,Respondent1043
B,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,Respondent1044
B,2,1,1,1,2,1,2,1,2,2,1,2,1,2,1,2,1,2,1,2,1,Respondent1045
B,2,1,1,1,1,1,1,1,1,1,2,2,2,1,2,1,2,1,1,1,1,Respondent1046
B,2,1,1,1,2,1,2,1,2,1,1,1,1,2,1,1,1,1,1,2,1,Respondent1047
B,2,1,1,1,1,1,1,1,1,1,1,1,2,1,1,2,2,1,2,1,2,Respondent1048
B,2,2,2,1,1,1,2,1,2,1,2,2,1,1,2,2,1,1,2,1,1,Respondent1049
B,2,2,2,2,2,1,1,1,1,1,1,2,1,2,1,2,1,1,2,1,1,Respondent1050
B,2,2,2,2,2,1,1,1,1,1,1,2,1,2,1,2,1,1,2,1,1,Respondent1051
B,2,2,2,1,1,1,1,1,1,2,2,2,2,2,2,2,2,2,1,1,1,Respondent1052
B,2,1,1,1,2,1,2,2,1,1,2,1,1,1,2,1,2,1,1,1,2,Respondent1053
B,2,2,1,2,2,1,1,1,1,1,1,1,2,2,2,1,2,1,1,2,1,Respondent1054
B,2,2,1,1,2,1,1,1,1,1,2,2,2,1,1,2,2,1,1,1,1,Respondent1055
B,2,1,1,2,2,1,1,1,1,1,2,2,2,1,2,1,2,2,2,1,1,Respondent1056
B,2,1,1,2,2,1,1,1,1,1,2,1,2,1,2,1,2,2,2,1,1,Respondent1057
B,2,1,2,2,2,1,1,1,2,1,2,2,2,1,2,1,2,1,2,2,1,Respondent1058
B,2,2,2,2,2,1,1,1,1,1,2,2,2,1,1,1,2,1,2,1,1,Respondent1059
B,2,1,1,1,2,1,1,1,1,1,1,1,1,1,2,1,2,1,2,1,1,Respondent1060
B,2,2,2,2,2,1,1,1,1,2,2,2,2,1,2,1,2,2,2,1,1,Respondent1061
B,2,2,2,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,Respondent1062
B,2,2,2,1,1,1,1,1,1,2,1,1,1,2,1,1,1,1,2,1,1,Respondent1063
B,2,2,2,2,2,1,1,1,2,1,2,2,2,1,2,1,2,2,2,1,1,Respondent1064
B,2,1,2,2,2,1,1,2,2,2,2,2,2,2,2,1,2,2,2,2,1,Respondent1065
B,2,1,2,2,2,1,1,2,2,2,2,2,2,2,2,1,2,2,2,2,1,Respondent1066
B,2,2,1,2,2,1,2,2,1,1,1,2,1,1,2,1,1,1,2,1,1,Respondent1067
B,2,2,2,1,2,1,1,1,1,1,2,1,2,1,2,1,2,1,2,1,2,Respondent1068
B,2,2,2,1,1,1,1,1,1,1,2,1,1,2,1,1,1,1,2,1,1,Respondent1069
B,2,2,2,2,2,1,1,1,1,1,1,1,1,2,2,1,2,1,2,1,2,Respondent1070
B,2,2,1,1,1,1,1,1,2,1,1,2,2,1,2,1,1,1,2,1,1,Respondent1071
B,2,2,2,1,2,1,1,1,1,1,1,2,1,1,2,1,2,2,2,1,1,Respondent1072
B,2,1,1,1,1,1,1,1,1,2,2,2,2,1,2,1,1,2,2,2,1,Respondent1073
B,2,1,2,1,2,1,2,1,2,1,1,2,2,1,2,1,1,2,1,2,1,Respondent1074
B,2,1,2,1,2,1,1,1,1,2,2,2,1,1,2,1,2,1,2,1,1,Respondent1075
B,2,1,2,2,2,1,2,2,1,1,1,2,1,2,2,2,2,2,2,1,1,Respondent1076
B,2,2,2,2,1,1,2,1,1,1,2,1,1,2,2,2,2,1,2,1,1,Respondent1077
B,2,2,2,2,2,1,1,1,2,1,2,2,2,1,2,2,2,2,2,1,1,Respondent1078
B,2,1,2,1,2,1,2,1,2,1,2,2,2,1,2,1,2,1,2,1,1,Respondent1079
B,2,1,2,2,2,1,2,2,2,2,2,2,2,2,2,1,2,2,2,2,1,Respondent1080
B,2,1,2,2,2,1,1,1,2,1,2,2,2,2,1,1,1,2,2,2,1,Respondent1081
B,2,1,2,2,2,1,2,1,1,1,1,1,2,1,2,1,1,1,1,2,1,Respondent1082
B,2,1,1,1,2,1,2,2,2,1,2,2,1,1,2,2,2,2,2,1,1,Respondent1083
B,2,1,2,2,2,1,1,1,1,1,2,2,2,2,2,1,2,2,2,2,1,Respondent1084
B,2,1,2,2,2,1,2,1,1,1,2,1,1,1,2,1,1,1,2,1,1,Respondent1085
B,2,1,2,2,2,1,1,2,2,2,2,2,2,2,2,1,2,2,2,2,1,Respondent1086
B,2,1,1,1,1,1,1,1,1,1,2,2,2,1,1,2,2,2,2,1,1,Respondent1087
B,2,1,2,2,2,1,1,1,2,1,2,2,2,1,2,2,2,1,2,1,1,Respondent1088
